,ProductName,CurrentPrice,MRP,Stars,Ratings,Reviews,Processor,RAM,Storage,ImageURL
185,DELL Core i3 11th Gen,43490,47990,,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l16rde80/computer/p/4/i/inspiron-3511-thin-and-light-laptop-dell-original-imagctygxz8x6hnx.jpeg?q=70
186,Mi Notebook 14 Core i5 10th Gen,44999,46359,4.4,2220 ,235 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/koixwnk0/computer/9/p/x/na-thin-and-light-laptop-mi-original-imag2ygskfu3zew5.jpeg?q=70
187,DELL Core i3 11th Gen,44990,58229,,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l3hmwsw0/computer/r/d/f/inspiron-3511-laptop-dell-original-imagehcfc447bwkh.jpeg?q=70
188,DELL Core i3 10th Gen,39490,53657,3.7,84 ,15 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
189,Lenovo IdeaPad 3 Core i3 10th Gen,43900,52500,,0,0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
190,HP Core i5 7th Gen,44599,44599,4.1,122 ,12 ,Intel Core i5 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/jjolt3k0/computer/8/g/e/hp-na-laptop-original-imaf77h8cev9r74b.jpeg?q=70
191,DELL Insprion 3511 Core i3 11th Gen,42900,55351,3.8,25 ,4 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ktx9si80/computer/2/c/y/inspiron-laptop-dell-original-imag75zxhd4vgejn.jpeg?q=70
192,Lenovo IdeaPad 3 Core i3 10th Gen,34990,56590,4.3,2667 ,284 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
193,HP Ryzen 3 Dual Core 3250U,34990,46055,4.3,2602 ,280 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktaeqvk0/computer/b/7/4/15s-gy0501au-thin-and-light-laptop-hp-original-imag6z6muntqnzzc.jpeg?q=70
194,Lenovo Core i3 10th Gen,38990,62190,4.4,121 ,13 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
195,Lenovo IdeaPad Core i3 10th Gen,31990,53790,3.8,9 ,1 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/h/x/8/14iil05-thin-and-light-laptop-lenovo-original-imag7anttggbgmzm.jpeg?q=70
196,ASUS VivoBook 15 (2022) Core i3 11th Gen,38990,54990,4.3,62 ,8 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
197,DELL Vostro Ryzen 3 Dual Core R3,32990,50651,4,179 ,22 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/krf91u80/computer/2/m/b/na-thin-and-light-laptop-dell-original-imag585xzyrystrc.jpeg?q=70
198,ASUS Ryzen 3 Dual Core 3250U 3rd Gen,34990,46990,4.3,3144 ,407 ,AMD Ryzen 3 Dual Core Processor (3rd Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
199,DELL Vostro Core i3 10th Gen,39490,43312,4.3,1329 ,175 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70
200,ASUS VivoBook 15 (2021) Core i3 10th Gen,36990,50990,,0,0,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
201,Infinix INBook X1 Core i5 10th Gen,39990,59999,4.1,703 ,115 ,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kw3v0cw0/computer/7/f/t/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfsvgu6jqxz.jpeg?q=70
202,acer Aspire 3 Ryzen 3 Dual Core 3250U,35990,44999,4,115 ,14 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70
203,ASUS Vivobook 14 Core i3 11th Gen,35990,51990,4.3,103 ,9 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kxc5nrk0/computer/0/i/2/x415ea-eb342ws-notebook-asus-original-imag9tn5rpypzyhq.jpeg?q=70
204,Nokia PureBook S14 Core i5 10th Gen,39990,74990,4.4,18 ,2 ,Intel Core i5 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/ktyp8cw0/computer/x/g/d/na-thin-and-light-laptop-nokia-original-imag77fhbjtvgz5y.jpeg?q=70
205,ASUS Vivobook 14 Core i3 11th Gen,39990,57990,4.1,93 ,11 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kwl0akw0/computer/b/c/g/x415ea-eb372ws-thin-and-light-laptop-asus-original-imag98ctqynmmfzw.jpeg?q=70
206,HP Notebook PC Core i3 11th Gen,35990,44224,4,73 ,5 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kxnl6kw0/computer/q/d/p/g8-240-thin-and-light-laptop-hp-original-imaga2fguqjzyphj.jpeg?q=70
207,Lenovo IdeaPad 3 Core i3 10th Gen,35490,57290,4,2611 ,290 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
208,ASUS VivoBook 14 Core i3 10th Gen,32489,46990,4.3,111 ,9 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kxc5nrk0/computer/v/x/b/x415fa-bv341t-thin-and-light-laptop-asus-original-imag9tmvv4zh6jzb.jpeg?q=70
209,DELL Vostro Core i3 10th Gen,36057,36057,4.3,1209 ,138 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksyz8280/computer/7/b/r/na-thin-and-light-laptop-dell-original-imag6f68yfr2eyvh.jpeg?q=70
210,DELL Vostro Core i3 11th Gen,40990,43239,4.1,433 ,49 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku5ufm80/computer/w/a/9/na-thin-and-light-laptop-dell-original-imag7cstqdg5hgzg.jpeg?q=70
211,Lenovo IdeaPad 3 Core i3 11th Gen,37990,60890,4.3,64 ,7 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
212,acer Aspire 3 Ryzen 3 Dual Core R33250U,33999,42999,4.7,11 ,0 ,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70
213,Infinix INBook X1 Core i5 10th Gen,39990,59999,4.1,703 ,115 ,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kw104nk0/computer/z/7/t/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shw6pfzuc4e.jpeg?q=70
214,DELL Inspiron Core i3 11th Gen,35990,51493,3.6,430 ,56 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
215,ASUS VivoBook 15 (2022) Core i3 11th Gen,34990,49990,4.3,1635 ,203 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
216,DELL Vostro Core i3 10th Gen,36057,36057,4.3,1209 ,138 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/7/b/r/na-thin-and-light-laptop-dell-original-imag6f68yfr2eyvh.jpeg?q=70
217,Lenovo IdeaPad 3 Core i3 11th Gen,37990,60890,4.3,64 ,7 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
218,acer Aspire 3 Ryzen 3 Dual Core R33250U,33999,42999,4.8,10 ,0 ,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kybvo280/computer/c/u/5/-original-imagah7xqmwnt2x6.jpeg?q=70
219,Infinix INBook X1 Core i5 10th Gen,39990,59999,4.1,703 ,115 ,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kw104nk0/computer/z/7/t/inbook-x1-pro-thin-and-light-laptop-infinix-original-imag8shw6pfzuc4e.jpeg?q=70
220,DELL Inspiron Core i3 11th Gen,35990,51493,3.6,430 ,56 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
221,ASUS VivoBook 15 (2022) Core i3 11th Gen,34990,49990,4.3,1635 ,203 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
222,ASUS VivoBook 15 Core i3 10th Gen,37990,45990,4.1,1861 ,219 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
223,Infinix INBook X1 Core i5 10th Gen,39990,59999,4.1,703 ,115 ,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kw3v0cw0/computer/j/q/f/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfssyyfzvku.jpeg?q=70
224,ASUS Vivobook 15 Core i3 11th Gen,35990,51990,3.4,20 ,1 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kvtuxe80/computer/q/q/t/x515ea-br391ts-x515ea-laptop-asus-original-imag8muxxbnjshyy.jpeg?q=70
225,Lenovo IdeaPad 3 Core i3 11th Gen,39990,56690,4.3,470 ,46 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/k/z/z/na-thin-and-light-laptop-lenovo-original-imag56ugmfkzgzkj.jpeg?q=70
226,ASUS Ryzen 3 Quad Core 3rd Gen,36949,49500,4.7,3 ,0 ,AMD Ryzen 3 Quad Core Processor (3rd Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
227,DELL Inspiron Core i3 10th Gen,39490,44634,4.4,654 ,65 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70
228,DELL Vostro Core i3 10th Gen,37126,37126,4.3,69 ,8 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kffq2kw0/computer/s/h/w/dell-original-imafvwfmqup6fzfm.jpeg?q=70
229,DELL Inspiron Pentium Quad Core,36890,39990,,0,0,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kxp0mfk0/computer/8/h/u/dell-3511-laptop-dell-original-imaga3fc35bmcwbp.jpeg?q=70
230,Lenovo Core i3 11th Gen,38990,51544,4.3,115 ,14 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/a/q/c/v15-itl-gen-2-thin-and-light-laptop-lenovo-original-imag7fh6pmds7p5r.jpeg?q=70
231,Lenovo Core i3 10th Gen,35490,57990,3.7,142 ,15 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
232,DELL Inspiron Ryzen 3 Dual Core 3250U,39490,52605,4.1,85 ,10 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
233,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,36990,47990,4.8,23 ,7 ,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X RAM,35.56 cm (14 Inch) Display,https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/z/m/a/np340xla-ka1in-thin-and-light-laptop-samsung-original-imagcgqvcvcbsun6.jpeg?q=70
234,DELL Inspiron Ryzen 3 Dual Core 3250U,39990,49613,4.1,425 ,41 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/knm2s280/computer/m/p/g/inspiron-3501-notebook-dell-original-imag29azafkdgysg.jpeg?q=70
235,ASUS Core i3 10th Gen,38990,49990,4.3,2610 ,297 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
236,ASUS VivoBook 15 (2021) Core i3 11th Gen,36650,49500,4.3,25 ,1 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kuvkcy80/computer/o/6/t/na-thin-and-light-laptop-asus-original-imag7wjdg4dvcdya.jpeg?q=70
237,HP Core i3 11th Gen,41250,46602,4.1,133 ,11 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kolsscw0/computer/s/x/d/250-g8-thin-and-light-laptop-hp-original-imag3f4kmcvnhkz9.jpeg?q=70
238,Lenovo Ideapad 330 Core i5 8th Gen,43989,59590,4.4,5 ,0 ,Intel Core i5 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/jms25jk0/computer/q/8/j/lenovo-na-laptop-original-imaf8fgfrezhkhua.jpeg?q=70
239,Lenovo IdeaPad 3 Core i3 11th Gen,39990,61590,4.3,701 ,77 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
240,Lenovo Ideapad S145 Core i3 10th Gen,36490,51190,4,803 ,100 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/k9re3rk0/computer/s/b/z/lenovo-laptop-original-imafrhdughbghcek.jpeg?q=70
241,Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen,39999,62190,4.4,9 ,0 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim2.flixcart.com/image/312/312/kyeqjrk0/computer/7/y/p/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imagan8fyuhycybv.jpeg?q=70
242,ASUS Vivobook X515EA Core i3 11th Gen,37490,52990,4,26 ,4 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kwtkxow0/computer/v/b/w/x515ea-br312ts-laptop-asus-original-imag9f9tsvgtqxha.jpeg?q=70
243,DELL Inspiron Ryzen 3 Dual Core 3250U,37390,50149,4.2,44 ,5 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
244,ASUS Vivobook 15 Core i3 11th Gen,35780,49500,4,20 ,1 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kwcfngw0/computer/h/w/p/vivobook-15-laptop-asus-original-imag9fmpfkrh57tp.jpeg?q=70
245,Lenovo IdeaPad 3 Core i3 10th Gen,38999,56590,4.4,549 ,39 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
246,Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen,39989,60090,4.2,13 ,1 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kyag87k0/computer/r/c/i/ideapad-slim-3i-thin-and-light-laptop-lenovo-original-imagak7pszh6phvy.jpeg?q=70
247,MSI Modern 14 Core i3 10th Gen,39990,53900,4.3,97 ,17 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kjhgzgw0/computer/5/g/u/msi-na-laptop-original-imafzfhznnamgvpg.jpeg?q=70
248,ASUS Commercial Series Core i3 10th Gen,38990,47990,,0,0,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l0zm64w0/computer/v/y/l/expert-book-business-laptop-asus-original-imagcnv7qqrj2zq2.jpeg?q=70
249,Lenovo IdeaPad 3 Core i3 10th Gen,39990,48200,4.4,778 ,64 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
250,ASUS ExpertBook Core i3 11th Gen,35988,40999,,0,0,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l15bxjk0/computer/2/7/y/expertbook-business-laptop-asus-original-imagcrzw77usztjg.jpeg?q=70
251,HP Ryzen 3 Dual Core,37990,39498,4.1,7 ,1 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/l0zm64w0/computer/2/a/h/255-g8-laptop-hp-original-imagcnk9gvmqvhaq.jpeg?q=70
252,ASUS Vivobook Core i3 11th Gen,34990,44990,4.5,77 ,10 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kp78e4w0/computer/t/b/x/x415ea-ek302ts-thin-and-light-laptop-asus-original-imag3hhfzexvehff.jpeg?q=70
253,ASUS Core i3 11th Gen,36990,52990,,0,0,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/klphn680/computer/l/e/0/x515ja-ej302ts-thin-and-light-laptop-asus-original-imagyrtfuhpeznaj.jpeg?q=70
254,ASUS Vivobook 15 Core i3 11th Gen,38949,52990,4.3,195 ,21 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kgfg2vk0/computer/e/j/f/asus-vivobook-laptop-original-imafwzf5e8awkm9x.jpeg?q=70
255,DELL Inspiron Pentium Quad Core,36000,43000,4.3,114 ,17 ,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
256,acer Extensa 15 Core i3 11th Gen,36990,49990,4.3,39 ,4 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/computer/e/0/s/ex215-54-thin-and-light-laptop-acer-original-imag7bmpvdagbvep.jpeg?q=70
257,ASUS Vivobook 14 Pentium Quad Core,36490,39990,4.6,9 ,0 ,Intel Pentium Quad Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/kydb3ww0/computer/e/c/o/asus-e410ka-thin-and-light-laptop-asus-original-imagam47g6vzragp.jpeg?q=70
258,acer Core i3 11th Gen,36999,45000,3.3,3 ,0 ,Intel Core i3 Processor (11th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kyhlfgw0/computer/j/j/g/extensa-intel-core-i3-11th-gen-fhd-15-6-inches-laptop-4-gb-1-tb-original-imagapgfyztuhnzz.jpeg?q=70
259,HP 15s Core i3 11th Gen,39990,45514,3.9,325 ,45 ,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70
260,HP Ryzen 5 Octa Core 3500u,39980,48990,3.3,3 ,0 ,AMD Ryzen 5 Octa Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kxz0pe80/computer/f/d/e/hp-245-g8-laptop-hp-original-imagaba4rmweh8wz.jpeg?q=70
261,ASUS Core i3 10th Gen,35000,42990,3.7,19 ,4 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kcxpbww0/computer/6/c/n/asus-original-imaftyfe5jygvty8.jpeg?q=70
262,Lenovo Core i3 10th Gen,38990,55890,4.2,5 ,1 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/l01blow0/computer/g/a/6/ideapad-slim-i3-laptop-lenovo-original-imagbx2zpectzzkk.jpeg?q=70
263,DELL Athlon Dual Core 3050U,38499,41500,4.3,147 ,20 ,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/ksqeky80/computer/1/z/l/inspiron-3505-thin-and-light-laptop-dell-original-imag68m27j2zz3t5.jpeg?q=70
264,ASUS Vivo Book Core i3 10th Gen,38000,42990,4.7,7 ,0 ,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/kyj0vbk0/computer/i/k/h/vivobook-laptop-asus-original-imagaqug9zfyvg9f.jpeg?q=70
265,HP 15 Core i3 7th Gen,39120,39125,4.2,777 ,140 ,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD|128 GB SSD,https://rukminim2.flixcart.com/image/312/312/jqmnv680/computer/h/j/6/hp-15q-ds0027tu-laptop-original-imafckhu8zcrpext.jpeg?q=70
266,Lenovo Ideapad 130 Core i3 7th Gen,36370,36371,4,7923 ,882 ,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/k2tc1ow0pkrrdj/computer/m/a/k/lenovo-na-laptop-original-imafgzg4rhdztzww.jpeg?q=70
267,HP 15q Core i3 7th Gen,35070,35074,4.3,6968 ,799 ,Intel Core i3 Processor (7th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/jmz7csw0/computer/v/u/q/hp-na-laptop-original-imaf9zypsgmfz4zk.jpeg?q=70
268,Lenovo Core i3 10th Gen,37999,50990,3.4,8 ,2 ,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/ky4qgsw0/computer/m/h/t/ideapad-laptop-lenovo-original-imagafgmjgd4hs9r.jpeg?q=70
269,DELL Inspiron Ryzen 3 Dual Core 3250U,39490,51574,3.4,20 ,4 ,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
270,Lenovo Ideapad 130 Core i3 7th Gen,36150,36152,4,7923 ,882 ,Intel Core i3 Processor (7th Gen),4 GB DDR4 RAM,1 TB HDD,https://rukminim2.flixcart.com/image/312/312/k3xcdjk0pkrrdj/computer/x/u/g/lenovo-na-laptop-original-imafhd34zdxu2fby.jpeg?q=70
271,DELL Inspiron Athlon Dual Core 3050U,32999,46263,4.2,71 ,2 ,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim2.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70
